id,user_id,group,visit_date,device,page_views,time_spent,total_amount,session_id
73,3d91e908-2346-4108-9be1-e5a581199485,B,2025-02-21,Desktop,22,312,2,dfbba830-daaa-478d-900d-3ba6d93c9ac4
93,0dafa602-58a9-44c6-82e0-7e216098165a,B,2025-02-22,Desktop,25,328,1,d0b20cfd-d6f0-4c00-870d-29ab261bc12b
75,cb8886f6-fbfa-4502-b1b7-b421b606a425,B,2025-02-21,Desktop,21,90,1,56e2216b-b3fc-4a90-88df-ec39b51f88b8
97,ecbe2355-cae8-467d-a263-53d725556f8d,B,2025-02-23,Desktop,24,169,1,deb5b69b-3046-4d31-bf2b-8d2e647d9102
91,7332edc5-5a07-40fd-a48e-b2b1ae529f77,B,2025-02-22,Desktop,6,31,0,891c34a0-e276-4506-b5a0-8d00ddf82ce3
84,9126f30a-3491-4396-8166-55264b6041fa,B,2025-02-21,Desktop,14,211,0,e90e365f-0e36-400f-86d3-918aee8d0ad9
94,35876307-f4b1-46a7-a06b-cd098843c81e,B,2025-02-23,Desktop,5,25,0,9325abc0-b1d8-4464-97c9-9dda6d4e9a6d
109,cc21a5d2-8478-4afe-a534-a241a67f6663,B,2025-02-24,Desktop,11,25,0,2fd112bb-879a-44e4-a5fb-de76b20bc2a8
101,340dda07-407e-41b0-a07a-b86ad133d8c1,B,2025-02-24,Desktop,8,234,0,406a36fd-0b02-4d3c-9fe9-67f790023742
106,f23c3ea8-2e47-4d54-bb20-22741c3a3c49,B,2025-02-24,Desktop,18,82,1,d15fadc1-9028-4e70-bd7c-1001dda92002
95,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-02-23,Desktop,27,70,0,a54b6413-6998-46c4-8f45-fc749dabe53b
104,54695333-a304-4256-a953-455a85204798,B,2025-02-24,Desktop,8,76,1,e5088806-99d4-4a06-9ad7-38b28a6fac68
100,3f15c6e4-bf92-44c9-bc5b-cd460d16a536,B,2025-02-24,Desktop,10,185,0,a67554ef-8de7-4b46-8b04-e8c2961ecc20
103,5017004d-0ec0-4713-919c-e4937ba25242,B,2025-02-24,Desktop,7,53,0,0c6b0d4d-a1ac-4083-9a8b-1b950b7211c0
105,a36dd203-81a1-4836-968f-8ed25ba1949e,B,2025-02-24,Desktop,14,78,1,3d1991f6-5ab6-41ef-9db9-f8d1082a3188
111,7f80d82b-6eb6-4add-b86f-442c982a8775,B,2025-02-25,Desktop,10,201,1,b5db8a95-7d5f-44d5-8820-5c0ea7a03952
107,1b3ce059-ff1e-4482-b91c-4b0ed6282270,B,2025-02-24,Mobile,7,26,0,24fe8aef-e638-43b4-8bae-56d6c79cce75
98,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-02-24,Desktop,16,277,0,81967c1b-adf9-41e2-b725-ee5c7439ea11
108,9126f30a-3491-4396-8166-55264b6041fa,B,2025-02-24,Desktop,20,42,0,db901e0d-d020-480e-baa8-5101e65eb52c
117,1584f20d-937d-4c92-bdcc-bc550e676560,B,2025-02-25,Desktop,1,0,0,6b0e837c-18f2-4eb8-b9f6-b99a5ff11dc7
112,65669b8d-c39f-4e36-b307-df17d480bd0f,B,2025-02-25,Desktop,2,116,0,93e3e55e-6511-414d-9577-95d6e77718c4
114,69d47a4f-bc0b-4f47-8df5-07a8276a1229,B,2025-02-25,Desktop,40,266,2,420c6258-47ae-4fff-a8c1-d531c22bfd70
113,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-02-25,Desktop,8,41,0,84e8ba60-e527-43b6-9393-0c77a37bcfe2
115,5017004d-0ec0-4713-919c-e4937ba25242,B,2025-02-25,Desktop,7,85,0,efb076d8-cf31-42fa-aaa8-c8a00ad42db9
116,3d91e908-2346-4108-9be1-e5a581199485,B,2025-02-25,Desktop,8,21,0,85da9c5d-d38e-4c78-8d91-51543aff2846
118,0f3f19bd-4225-4a41-b474-267f4e0a67e1,B,2025-02-25,Desktop,2,146,0,2965131b-6e3d-423f-b222-ce1694897a4d
120,16e3d1c9-fb48-4c87-9507-a16f3fa13621,B,2025-02-25,Desktop,2,99,0,bbe557ef-edc9-415f-bdd7-5df5c8710375
119,5be65400-5866-4b5f-828c-ca003cd37d65,B,2025-02-25,Desktop,3,108,0,27020009-313a-4e3d-a3c4-e9b638508265
125,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-02-25,Desktop,12,43,0,3507f4a1-4789-4ddc-a994-21e8bd3e88d9
137,5017004d-0ec0-4713-919c-e4937ba25242,B,2025-02-27,Desktop,4,42,0,cdb7140a-70bd-4632-9b34-7dde8207cc2e
145,0810cb16-5f8f-4a0f-8ce3-7ac427ff39bc,B,2025-02-28,Desktop,10,21,0,67fd8ed8-562b-4d4b-b5a1-baa100dbc381
154,d6b29796-ce50-4199-9d26-8fad96e8b4b2,B,2025-03-04,Desktop,2,52,0,414329e6-21ae-453a-9b99-b7701b421cf8
155,1584f20d-937d-4c92-bdcc-bc550e676560,B,2025-03-04,Desktop,1,0,0,660a0780-0268-4a68-ada9-fa71639a3429
138,3d91e908-2346-4108-9be1-e5a581199485,B,2025-02-27,Desktop,6,162,1,fd37e063-b761-481c-96e2-ec8d9f205532
130,cc21a5d2-8478-4afe-a534-a241a67f6663,B,2025-02-26,Desktop,14,46,1,3c839128-4be6-4415-b0bc-b6e6d118d5ea
121,b30f0f89-40fa-4f8c-af0e-662dcbd36980,B,2025-02-25,Desktop,59,1506,5,59c58665-12e1-4b03-80f6-3024d8d45e38
126,0810cb16-5f8f-4a0f-8ce3-7ac427ff39bc,B,2025-02-26,Desktop,13,111,1,96c44756-6b4b-435e-8292-de66c003120a
149,9166c775-b6c2-429a-a24a-d31024130f77,B,2025-03-01,Desktop,6,311,0,ebf4fdfd-8c56-4be4-a47a-28d89e2304ed
146,1584f20d-937d-4c92-bdcc-bc550e676560,B,2025-03-01,Desktop,6,176,0,201054d6-d90b-48de-9324-8772229407d6
135,e8510584-d41b-4b9a-9955-38c01dd8a788,B,2025-02-27,Desktop,16,97,0,5f052a2e-8f83-4551-830f-710b14eefb93
150,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-01,Desktop,1,0,0,1a019eba-f845-41d0-b8d5-69512cf4f51a
140,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-02-27,Desktop,2,329,0,42e59284-1dd0-46a4-b35b-a013cb4fdc1c
127,2119d8f7-8a3a-44cc-98e6-7fa3c6caf8e4,B,2025-02-26,Desktop,8,78,1,b91a2336-3dd6-4ab8-b97d-654646802a40
142,340dda07-407e-41b0-a07a-b86ad133d8c1,B,2025-02-27,Desktop,11,181,1,87417317-5ba0-4d99-be1d-464072400646
139,9fbf78a5-eb60-4fb8-a03e-b5ffcd30439e,B,2025-02-27,Desktop,13,622,1,96c396e8-d534-4cda-8b51-cadb48960fa9
128,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-02-26,Desktop,5,5,0,66c81a28-c308-49ff-86cb-bba3a4837e14
122,9126f30a-3491-4396-8166-55264b6041fa,B,2025-02-25,Desktop,20,132,0,8d296c71-b979-42ad-bd40-6e5d4e77dc79
123,2989594d-a500-4010-8fa1-62e62538efda,B,2025-02-25,Mobile,1,0,0,bafe458c-3063-4c72-bcdd-89567314180f
124,aa57e95b-8a21-4885-8af4-2e98fda2f8a6,B,2025-02-25,Mobile,1,0,2,03823ff9-beab-449c-b4f9-a44682dcab82
157,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-05,Desktop,2,2,0,2e2ae99c-810a-4db0-9f93-274baf87fd94
143,9fbf78a5-eb60-4fb8-a03e-b5ffcd30439e,B,2025-02-28,Desktop,4,41,0,fb0af731-f9d5-45c8-9276-c3d96c975962
133,cb8886f6-fbfa-4502-b1b7-b421b606a425,B,2025-02-27,Desktop,15,99,1,6d787a94-f7e2-4e66-be7d-143c81e12fa2
156,0dafa602-58a9-44c6-82e0-7e216098165a,B,2025-03-05,Desktop,2,114,0,96a5180f-c663-42f1-a957-e89c96101e7b
144,1584f20d-937d-4c92-bdcc-bc550e676560,B,2025-02-28,Desktop,3,46,0,41de11b8-3efc-41ae-bc08-522961ba1b94
129,5017004d-0ec0-4713-919c-e4937ba25242,B,2025-02-26,Desktop,10,56,1,a7fb3b54-2bda-4a6e-9b2c-6daf5037e054
131,930e09cb-ffb6-4296-ad51-d3708d471be1,B,2025-02-26,Mobile,23,191,0,53e27ab8-82e9-46c0-8473-425accee129d
132,e47883d5-f904-4dac-8de1-ea7d0d5b8e58,B,2025-02-27,Desktop,19,188,3,3e1ba8c6-88ed-4ae7-9f8b-ad05bca5a965
134,9ed13b41-ae0f-48b9-8aaf-8259db447fed,B,2025-02-27,Desktop,1,0,0,f970cc7e-3d74-4ab0-9495-190768f75fcc
136,86d645be-2a66-4af4-91cb-111d78cc9cc1,B,2025-02-27,Desktop,18,308,0,ef585064-9962-4978-babe-bdb01f146d4c
162,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-10,Desktop,6,18,0,e3c3dd09-28cb-4ad4-8991-92f4a2330ef1
141,0dafa602-58a9-44c6-82e0-7e216098165a,B,2025-02-27,Desktop,9,49,1,f0a39194-4c53-4f80-b868-ca3f0d2541a3
161,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-09,Desktop,12,426,2,f537ec72-1d70-4da5-8654-289465c12685
165,7dd14c56-72d6-4b20-b447-8574f7d3efda,B,2025-03-11,Desktop,3,1,0,7a9dcdfe-9054-40d1-b814-c4208a26c37d
151,e6419673-bc17-452f-9256-8792472a567b,B,2025-03-02,Desktop,11,17,0,6969039b-ef23-4352-9502-9d498f341575
152,34abcaf3-95ce-48ca-89c7-f80b87e19497,B,2025-03-03,Desktop,1,0,0,c76d2557-51ea-4707-b527-f68cb1525e5a
147,cc21a5d2-8478-4afe-a534-a241a67f6663,B,2025-03-01,Desktop,11,19,0,9a664427-e26a-4cdf-89f7-9bc746bedd8c
148,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-03-01,Desktop,5,9,0,96078172-6d93-4581-8706-b93a7633b80e
160,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-03-08,Desktop,7,59,0,405bf2cd-6b4c-467a-bfa5-42460b9b6a18
153,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-03,Desktop,17,93,1,58bfbed3-703c-4e5f-aadf-0dd174e0dd40
164,9eafe891-b979-4cea-8ee5-8ec85f399861,B,2025-03-10,Desktop,4,47,0,128d5ca7-f3e8-4fe7-b4ec-0ce867eb8a6e
158,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-06,Desktop,17,342,1,1139c3de-81e8-4b82-815b-ae27963f0c40
159,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-07,Desktop,1,0,0,9f9ff807-8cc7-4340-8298-af04ce225349
163,e6419673-bc17-452f-9256-8792472a567b,B,2025-03-10,Desktop,5,15,0,8e34d0df-e25f-445c-afc7-95364086af46
166,9fbf78a5-eb60-4fb8-a03e-b5ffcd30439e,B,2025-03-11,Desktop,15,117,1,9124dae4-ed08-4fd7-94cd-0a92d360a3f1
167,9eafe891-b979-4cea-8ee5-8ec85f399861,B,2025-03-11,Desktop,41,3036,0,626f0ea9-727a-44a0-b64b-4de98b11d02e
168,bde66658-7df5-4555-9b01-345d1611c462,B,2025-03-11,Desktop,7,105,0,4d11e41d-915d-4d56-8f16-6c982ebd338e
169,9d810183-fb33-4269-b305-574c10baff6e,B,2025-03-11,Desktop,3,9,0,84e74277-07e5-45e2-bd00-c85a10eea482
170,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-03-11,Desktop,4,31,0,ff7d3ca3-52d6-4b05-8684-0926ffcd02a1
171,eaf87cd7-2462-435a-8460-24c12486626a,B,2025-03-12,Desktop,9,83,0,6078b262-9919-4e4d-b0c8-dd87ebafab2d
172,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-03-12,Desktop,25,326,0,ab9d386b-43ff-44f5-89d9-5f282e942187
173,c5077a34-ff42-4c40-8f02-48767ef2a499,B,2025-03-12,Mobile,1,0,1,ffa77645-0d62-45ab-87a4-79468363c4a2
174,2119d8f7-8a3a-44cc-98e6-7fa3c6caf8e4,B,2025-03-12,Desktop,3,145,0,63c0910c-04f0-446f-ad37-2107abdcce7e
205,9fbf78a5-eb60-4fb8-a03e-b5ffcd30439e,B,2025-04-01,Desktop,4,46,0,d066763f-1e58-4d1f-9bc4-fdfd72c8bb6f
194,1584f20d-937d-4c92-bdcc-bc550e676560,B,2025-03-20,Desktop,8,152,0,2a5022bc-1e09-4c4f-975c-56740c692249
195,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-21,Desktop,2,224,0,102fac76-64a9-430e-aa0d-56bf98a54aa5
184,4c5ca299-f2d6-4749-aa57-66017d9a41b9,B,2025-03-14,Desktop,9,17,0,7e7422bc-3ca0-44cb-a484-c471130170e0
196,c0ec60b3-8295-4eac-925f-05ef8ef2256a,B,2025-03-22,Desktop,5,55,0,c79c3e5e-4338-42d1-95d0-a9261e589c80
197,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-03-23,Desktop,2,4,0,546ccadf-1572-489f-8a67-e34259719409
185,1584f20d-937d-4c92-bdcc-bc550e676560,B,2025-03-15,Desktop,7,204,1,37e241b1-c08b-4c27-b890-9e2e75dc9469
180,919f6706-ac18-4ba3-92f8-3c489a889b22,B,2025-03-14,Desktop,2,135,0,fb61c5fa-9205-47c5-bf6d-741eb28764b3
186,919f6706-ac18-4ba3-92f8-3c489a889b22,B,2025-03-15,Desktop,2,5,0,c4c8b379-6c5b-4246-b283-1cc5db5fbcf8
175,7e7c9b8c-fbf1-4657-9ca1-1f7fd8b9f73d,B,2025-03-13,Mobile,18,102,1,0ac10fd8-3026-491d-86bd-8ef0e4d8f15d
187,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-03-16,Desktop,2,7,0,9f45de00-0ebc-47e0-9daf-bce605299c68
188,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-18,Desktop,2,241,0,df86f18c-2eb2-45f6-ae1f-c8bb960bf577
176,ca50a8c6-f673-4e12-8457-24c4e7823c0e,B,2025-03-13,Mobile,5,34,0,381814db-f389-4a43-9575-e5e0486a2367
191,70f4892e-3b22-41d3-9fd5-e7b1c237da96,B,2025-03-19,Mobile,1,0,0,2d2c6ca8-36fe-4081-a1c7-929cf38f9ee9
192,c9315c6c-7984-4d9c-a59e-85c0576044cb,B,2025-03-19,Mobile,1,0,0,127a3af1-70a3-4c94-b58a-d5bb87c020f4
190,84ada196-c1a3-4bc2-a6f0-a3dd745ec0c3,B,2025-03-19,Desktop,2,218,0,da0b4a19-9245-4b61-99c7-dc6f4a85da30
198,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-24,Desktop,2,94,0,4d58ec7c-40a1-408e-8ead-afad03077bea
193,9fedd33c-0fe2-412c-9f28-31dc4157b66a,B,2025-03-19,Mobile,4,43,0,03759a7d-d1b7-4e8f-b9de-125217d0b877
177,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-03-13,Desktop,11,16,0,13389334-854f-44f5-9ca6-c98ffcda1023
178,fd4036eb-0e1e-4f61-97ba-f60a58d3f191,B,2025-03-13,Desktop,1,0,0,86065696-980b-4d1d-8518-9822f6642239
179,085ef4b1-cf24-4e17-b6c8-aa37295fb986,B,2025-03-14,Mobile,2,20,0,0c13679c-eb91-496b-8e15-7adbbd855731
181,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-14,Desktop,2,61,0,f9887038-7f21-4f4c-a1d5-6bb784230dbe
182,b6af8abb-ed7f-420c-b2af-5bd9ea8b03e0,B,2025-03-14,Mobile,1,0,0,6033fc74-9756-480c-afc8-1308468b3182
183,bde66658-7df5-4555-9b01-345d1611c462,B,2025-03-14,Desktop,1,0,0,61570a42-0a59-4ebd-bc4a-4c00f2d34ff5
199,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-26,Desktop,1,0,0,c3e24371-afc2-4736-93c1-3973a1028f36
189,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-19,Desktop,2,523,0,aa67fe01-3973-4256-b78e-ed699b8588be
200,27968115-22c8-4e74-a573-a350535f5e98,B,2025-03-26,Mobile,1,0,0,31bcdf91-7974-4598-bc56-46e734123c5c
201,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-28,Desktop,1,0,0,3b96b410-5fe8-487c-96fd-8dc1983c7318
202,b26c3de1-78f9-4fe7-a3dd-910551887d21,B,2025-03-31,Desktop,2,1,0,6ef7c9b1-b959-4e69-ab49-6f453a14dac7
203,7f9fe70a-0c51-410c-b142-e5411e665210,B,2025-03-31,Desktop,3,11,0,1514d9cf-139d-4b24-986e-87d691c12b8c
206,1584f20d-937d-4c92-bdcc-bc550e676560,B,2025-04-02,Desktop,6,151,1,94282b09-90da-4f05-9182-91541580ed91
204,bde66658-7df5-4555-9b01-345d1611c462,B,2025-04-01,Desktop,4,13,0,621a7f93-42b8-4577-a7b5-83547dc43189
